Location,Other Location Details,Full Location Details,Size,Bedrooms,Bathrooms,Property Type,Purchase Type,Price,Site
Kitengela,Kitengela,"Kitengela,Kitengela",5000 ft²,3,3,House,Sale,"KSh 6,200,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",4000 ft²,3,3,House,Sale,"KSh 10,500,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,5,House,Sale,"KSh 28,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 40,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 32,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 39,000,000",buyrentkenya
Syokimau,Syokimau,"Syokimau,Syokimau",None,5,4,House,Sale,"KSh 17,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,5,5,House,Sale,"KSh 65,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 39,500,000",buyrentkenya
area,Redhill,"area,Redhill",None,4,4,House,Sale,"KSh 28,000,000",buyrentkenya
5210,Thika Road,"5210,Thika Road",None,5,6,House,Sale,"KSh 18,000,000",buyrentkenya
Saina Ole mpoke,"Ngong, Olkeri","Saina Ole mpoke,Ngong, Olkeri",5600 ft²,6,6,House,Sale,"KSh 52,000,000",buyrentkenya
Casurina road,Malindi,"Casurina road,Malindi",165 m²,3,3,House,Sale,"KSh 12,499,000",buyrentkenya
Karen End,Karen,"Karen End,Karen",None,4,5,House,Sale,"KSh 33,000,000",buyrentkenya
st michael road,"Westlands Area, Westlands","st michael road,Westlands Area, Westlands",None,5,4,House,Sale,"KSh 65,000,000",buyrentkenya
80400,"Diani beach Road, Ukunda","80400,Diani beach Road, Ukunda",390 m²,5,6,House,Sale,"KSh 54,900,000",buyrentkenya
80400,"Ukunda,diani, Ukunda","80400,Ukunda,diani, Ukunda",440 m²,6,6,House,Sale,"KSh 79,500,000",buyrentkenya
Nyali,Nyali Area,"Nyali,Nyali Area",None,4,4,House,Sale,"KSh 60,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",3200 ft²,4,5,House,Sale,"KSh 75,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",3800 ft²,5,6,House,Sale,"KSh 80,000,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",4200 ft²,6,7,House,Sale,"KSh 110,000,000",buyrentkenya
Utange,Bamburi,"Utange,Bamburi",None,4,4,House,Sale,"KSh 17,000,000",buyrentkenya
Kiambu road,Kiambu Road,"Kiambu road,Kiambu Road",None,5,5,House,Sale,"KSh 85,000,000",buyrentkenya
Bamburi mtambo,Bamburi,"Bamburi mtambo,Bamburi",None,2,2,House,Sale,"KSh 7,200,000",buyrentkenya
Nyali Mombasa,"Nyali Area, Nyali","Nyali Mombasa,Nyali Area, Nyali",None,4,6,House,Sale,"KSh 65,000,000",buyrentkenya
Mtwapa,Mtwapa,"Mtwapa,Mtwapa",None,3,3,House,Sale,"KSh 8,500,000",buyrentkenya
acacia,Kitengela,"acacia,Kitengela",None,3,2,House,Sale,"KSh 5,500,000",buyrentkenya
acacia,Kitengela,"acacia,Kitengela",None,3,3,House,Sale,"KSh 8,000,000",buyrentkenya
acacia,Kitengela,"acacia,Kitengela",None,3,4,House,Sale,"KSh 6,500,000",buyrentkenya
Gitanga Road,Lavington,"Gitanga Road,Lavington",None,4,,House,Sale,"KSh 24,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",1856 m²,7,7,House,Sale,"KSh 240,000,000",buyrentkenya
Lamu,lamu,"Lamu,lamu",81 m²,4,,House,Sale,"KSh 25,000,002",buyrentkenya
Karen,Karen,"Karen,Karen",None,4,,House,Sale,"KSh 80,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,4,,House,Sale,"KSh 73,000,000",buyrentkenya
Oloolua,Karen,"Oloolua,Karen",None,6,7,House,Sale,"KSh 100,000,000",buyrentkenya
Daroda,Watamu,"Daroda,Watamu",None,5,5,House,Sale,"KSh 420,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,7,House,Sale,"KSh 170,000,000",buyrentkenya
yukos,Kitengela,"yukos,Kitengela",None,3,3,House,Sale,"KSh 8,500,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",240 m²,4,5,House,Sale,"KSh 25,000,000",buyrentkenya
Off Convent Drive,Lavington,"Off Convent Drive,Lavington",425 m²,4,5,House,Sale,"KSh 70,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,2,House,Sale,"KSh 120,000,000",buyrentkenya
Chuna Estate,Kitengela,"Chuna Estate,Kitengela",450 m²,4,5,House,Sale,"KSh 25,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 130,000,000",buyrentkenya
Ruiru,Ruiru,"Ruiru,Ruiru",450 m²,3,3,House,Sale,"KSh 7,000,000",buyrentkenya
Kitisuru Road,"Kitisuru, Westlands","Kitisuru Road,Kitisuru, Westlands",None,5,5,House,Sale,"KSh 120,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,5,6,House,Sale,"KSh 150,000,000",buyrentkenya
Court C,"Edenville Two, Kiambu Road","Court C,Edenville Two, Kiambu Road",159 m²,3,2,House,Sale,"KSh 23,000,000",buyrentkenya
La-marina Estate,Mtwapa,"La-marina Estate,Mtwapa",1100 m²,3,4,House,Sale,"KSh 38,500,000",buyrentkenya
Miotoni,Karen,"Miotoni,Karen",None,9,10,House,Sale,"KSh 400,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",250 ac,6,6,House,Sale,"KSh 87,000,000",buyrentkenya
Ruiru,Ruiru,"Ruiru,Ruiru",3200 ft²,3,4,House,Sale,"KSh 9,700,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,5,House,Sale,"KSh 60,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,5,House,Sale,"KSh 55,000,000",buyrentkenya
Bofa road,Kilifi,"Bofa road,Kilifi",2023 m²,3,2,House,Sale,"KSh 25,000,000",buyrentkenya
Machakos County,Machakos County,"Machakos County,Machakos County",None,4,4,House,Sale,"KSh 22,500,000",buyrentkenya
Loresho,Westlands,"Loresho,Westlands",None,4,5,House,Sale,"KSh 150,000,000",buyrentkenya
Thika Road,Thika Road,"Thika Road,Thika Road",None,5,5,House,Sale,"KSh 60,000,000",buyrentkenya
2,"Off Runda Rd, Runda, Westlands","2,Off Runda Rd, Runda, Westlands",None,2,3,House,Sale,"KSh 63,000,000",buyrentkenya
Kiambu road,Kiambu Road,"Kiambu road,Kiambu Road",None,3,2,House,Sale,"KSh 35,000,000",buyrentkenya
Mombasa Road,Mombasa Road,"Mombasa Road,Mombasa Road",None,4,5,House,Sale,"KSh 27,000,000",buyrentkenya
Redhill,Redhill,"Redhill,Redhill",None,4,4,House,Sale,"KSh 35,000,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",450 m²,3,3,House,Sale,"KSh 8,500,000",buyrentkenya
Thika Road,Thika Road,"Thika Road,Thika Road",None,4,5,House,Sale,"KSh 16,000,000",buyrentkenya
Spine Road,"Nairobi, Komarock","Spine Road,Nairobi, Komarock",None,3,2,House,Sale,"KSh 18,500,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,4,4,House,Sale,"KSh 65,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",None,5,6,House,Sale,"KSh 16,500,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,,House,Sale,"KSh 80,000,000",buyrentkenya
Bamburi,Bamburi mtambo Mombasa,"Bamburi,Bamburi mtambo Mombasa",1972 ft²,4,3,House,Sale,"KSh 14,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",450 m²,3,3,House,Sale,"KSh 7,500,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",None,3,4,House,Sale,"KSh 13,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",450 m²,4,5,House,Sale,"KSh 18,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",450 m²,3,3,House,Sale,"KSh 7,500,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",450 m²,3,3,House,Sale,"KSh 9,500,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",450 m²,3,2,House,Sale,"KSh 6,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 70,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,5,House,Sale,"KSh 82,000,000",buyrentkenya
MIOTONI,Karen,"MIOTONI,Karen",None,7,8,House,Sale,"KSh 500,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 29,500,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,4,House,Sale,"KSh 25,000,000",buyrentkenya
Malindi,Malindi,"Malindi,Malindi",None,4,4,House,Sale,"KSh 55,000,000",buyrentkenya
Ongata Rongai,Ongata Rongai,"Ongata Rongai,Ongata Rongai",None,4,5,House,Sale,"KSh 15,000,000",buyrentkenya
Nyali Mombasa,"Nyali Area, Nyali","Nyali Mombasa,Nyali Area, Nyali",None,4,4,House,Sale,"KSh 28,000,000",buyrentkenya
Maziwa,"Lavington Green, Lavington","Maziwa,Lavington Green, Lavington",None,7,5,House,Sale,"KSh 128,000,000",buyrentkenya
Rosslyn,Westlands,"Rosslyn,Westlands",550 m²,10,3,House,Sale,"KSh 128,000,000",buyrentkenya
Five Star Road,South C,"Five Star Road,South C",None,4,4,House,Sale,"KSh 23,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",1800 m²,3,3,House,Sale,"KSh 7,500,000",buyrentkenya
Maziwa,"Lavington Green, Lavington","Maziwa,Lavington Green, Lavington",None,4,4,House,Sale,"KSh 130,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,4,5,House,Sale,"KSh 84,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,4,House,Sale,"KSh 66,000,000",buyrentkenya
O,"Parklands, Westlands","O,Parklands, Westlands",None,5,5,House,Sale,"KSh 4,000,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",None,3,3,House,Sale,"KSh 6,100,000",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,5,6,House,Sale,"KSh 115,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",2023 m²,6,6,House,Sale,"KSh 130,000,000",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,4,5,House,Sale,"KSh 65,000,000",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,5,6,House,Sale,"KSh 65,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",4200 ft²,5,6,House,Sale,"KSh 130,000,000",buyrentkenya
loresho,"Loresho, Westlands","loresho,Loresho, Westlands",None,5,6,House,Sale,"KSh 130,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",3500 ft²,4,5,House,Sale,"KSh 80,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 99,000,000",buyrentkenya
Bongani road,Karen,"Bongani road,Karen",None,5,5,House,Sale,"KSh 270,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,6,House,Sale,"KSh 55,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,6,House,Sale,"KSh 65,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",3000 ft²,3,4,House,Sale,"KSh 13,500,000",buyrentkenya
Juja,Juja,"Juja,Juja",None,3,4,House,Sale,"KSh 8,500,000",buyrentkenya
Kirawa Rd,"Kitisuru, Westlands","Kirawa Rd,Kitisuru, Westlands",None,4,4,House,Sale,"KSh 27,000,000",buyrentkenya
Membley,Ruiru,"Membley,Ruiru",300 m²,4,4,House,Sale,"KSh 33,000,000",buyrentkenya
Nandi Road,Karen,"Nandi Road,Karen",None,5,5,House,Sale,"KSh 160,000,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",None,3,4,House,Sale,"KSh 8,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,5,,House,Sale,"KSh 100,000,000",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,5,5,House,Sale,"KSh 89,000,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",None,3,4,House,Sale,"KSh 6,500,000",buyrentkenya
Juja farm road,"Juja kalimoni, Juja","Juja farm road,Juja kalimoni, Juja",None,4,4,House,Sale,"KSh 8,000,000",buyrentkenya
Matangi,"Ruiru matangi, Kamakis, Ruiru","Matangi,Ruiru matangi, Kamakis, Ruiru",None,3,4,House,Sale,"KSh 7,300,000",buyrentkenya
Garden Estate,Roysambu,"Garden Estate,Roysambu",None,5,6,House,Sale,"KSh 70,000,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,5,6,House,Sale,"KSh 120,000,000",buyrentkenya
Kamakis behind greenspot,"Greenspot road, Kamakis, Ruiru","Kamakis behind greenspot,Greenspot road, Kamakis, Ruiru",None,4,4,House,Sale,"KSh 16,000,000",buyrentkenya
Greenspot road,"Kamakis, Ruiru","Greenspot road,Kamakis, Ruiru",None,7,8,House,Sale,"KSh 19,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,5,6,House,Sale,"KSh 150,000,000",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,5,7,House,Sale,"KSh 45,000,000",buyrentkenya
Ushirika road,Karen,"Ushirika road,Karen",None,4,4,House,Sale,"KSh 130,000,000",buyrentkenya
Langata,Langata,"Langata,Langata",None,4,5,House,Sale,"KSh 40,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,5,House,Sale,"KSh 28,000,000",buyrentkenya
Kiserian,Kiserian,"Kiserian,Kiserian",450 m²,3,3,House,Sale,"KSh 6,300,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",None,4,5,House,Sale,"KSh 17,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,6,6,House,Sale,"KSh 300,000,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",None,3,4,House,Sale,"KSh 7,500,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,4,4,House,Sale,"KSh 54,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,5,5,House,Sale,"KSh 75,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",297 m²,3,4,House,Sale,"KSh 49,500,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,6,7,House,Sale,"KSh 158,000,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",450 m²,3,2,House,Sale,"KSh 6,800,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",480 m²,4,5,House,Sale,"KSh 26,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,,House,Sale,"KSh 65,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,4,House,Sale,"KSh 50,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,3,3,House,Sale,"KSh 26,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,4,House,Sale,Price not communicated,buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,4,4,House,Sale,"KSh 58,500,000",buyrentkenya
Brookside,Westlands,"Brookside,Westlands",None,4,4,House,Sale,"KSh 50,000,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,5,7,House,Sale,"KSh 48,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,5,5,House,Sale,"KSh 40,000,000",buyrentkenya
Rhapta Road,Westlands,"Rhapta Road,Westlands",None,5,,House,Sale,"KSh 42,000,000",buyrentkenya
Rhapta Road,Westlands,"Rhapta Road,Westlands",None,4,,House,Sale,"KSh 38,000,000",buyrentkenya
Rhapta Road,Westlands,"Rhapta Road,Westlands",None,4,,House,Sale,"KSh 35,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,4,4,House,Sale,"KSh 35,000,000",buyrentkenya
Waiyaki Way,Westlands,"Waiyaki Way,Westlands",None,4,3,House,Sale,"KSh 35,000,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,5,,House,Sale,Price not communicated,buyrentkenya
Runda,Westlands,"Runda,Westlands",None,4,4,House,Sale,"KSh 65,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,7,7,House,Sale,"KSh 70,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,4,5,House,Sale,"KSh 70,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 108,000,000",buyrentkenya
Ngong,Ngong,"Ngong,Ngong",1 ac,4,,House,Sale,"KSh 65,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,4,5,House,Sale,"KSh 80,000,000",buyrentkenya
Kilifi,Kilifi,"Kilifi,Kilifi",None,10,10,House,Sale,"KSh 130,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 135,000,000",buyrentkenya
two rivers,"Gigiri, Westlands","two rivers,Gigiri, Westlands",None,4,4,House,Sale,"KSh 45,000,000",buyrentkenya
Athi River,Athi River,"Athi River,Athi River",None,3,3,House,Sale,"KSh 12,900,000",buyrentkenya
KIAMBU ROAD,Kiambu Road,"KIAMBU ROAD,Kiambu Road",None,3,4,House,Sale,"KSh 35,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,6,House,Sale,"KSh 95,000,000",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,3,House,Sale,"KSh 30,000,000",buyrentkenya
Athi River,Athi River,"Athi River,Athi River",None,4,4,House,Sale,"KSh 15,500,000",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,5,4,House,Sale,"KSh 89,000,000",buyrentkenya
89,Lavington,"89,Lavington",None,5,6,House,Sale,"KSh 65,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,4,5,House,Sale,"KSh 75,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,5,House,Sale,"KSh 60,000,000",buyrentkenya
Nyali Area,Nyali,"Nyali Area,Nyali",None,4,4,House,Sale,"KSh 25,000,000",buyrentkenya
0716J,Kiambu Road,"0716J,Kiambu Road",3600 ft²,4,4,House,Sale,"KSh 32,000,000",buyrentkenya
0716j,"Parklands Estate, Parklands, Westlands","0716j,Parklands Estate, Parklands, Westlands",1199 ft²,2,2,House,Sale,"KSh 13,000,000",buyrentkenya
Lavington shopping centre,Lavington,"Lavington shopping centre,Lavington",None,4,4,House,Sale,"KSh 75,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,5,House,Sale,"KSh 78,000,000",buyrentkenya
Loresho,"Westlands Area, Westlands","Loresho,Westlands Area, Westlands",None,5,5,House,Sale,"KSh 150,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,5,House,Sale,"KSh 32,500,000",buyrentkenya
Athi River,Athi River,"Athi River,Athi River",None,4,4,House,Sale,"KSh 17,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,5,5,House,Sale,"KSh 35,000,000",buyrentkenya
ruiru,"Kamakis, Ruiru","ruiru,Kamakis, Ruiru",None,3,4,House,Sale,"KSh 9,500,000",buyrentkenya
Sunset estate,"Juja South, Juja","Sunset estate,Juja South, Juja",None,4,5,House,Sale,"KSh 22,000,000",buyrentkenya
Lavington shopping centre,Lavington,"Lavington shopping centre,Lavington",None,4,4,House,Sale,"KSh 75,000,000",buyrentkenya
ruiru,"Kamakis, Ruiru","ruiru,Kamakis, Ruiru",None,6,6,House,Sale,"KSh 18,000,000",buyrentkenya
Nyali Area,Nyali,"Nyali Area,Nyali",None,4,5,House,Sale,"KSh 34,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,5,House,Sale,"KSh 55,000,000",buyrentkenya
Kiserian,Kiserian,"Kiserian,Kiserian",450 m²,3,3,House,Sale,"KSh 7,500,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",480 m²,5,6,House,Sale,"KSh 90,000,000",buyrentkenya
Spring Valley,Westlands,"Spring Valley,Westlands",None,4,5,House,Sale,"KSh 87,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,3,House,Sale,"KSh 32,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,3,3,House,Sale,"KSh 50,000,000",buyrentkenya
Athi River,Athi River,"Athi River,Athi River",None,4,4,House,Sale,"KSh 17,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,6,House,Sale,"KSh 80,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,6,7,House,Sale,"KSh 95,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,7,House,Sale,"KSh 60,000,000",buyrentkenya
Nyali Area,Nyali,"Nyali Area,Nyali",None,5,5,House,Sale,"KSh 118,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,4,2,House,Sale,"KSh 26,000,000",buyrentkenya
Runda,Westlands,"Runda,Westlands",None,2,2,House,Sale,"KSh 63,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 32,500,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,5,5,House,Sale,"KSh 120,000,000",buyrentkenya
Loresho Crescent,"Loresho, Westlands","Loresho Crescent,Loresho, Westlands",None,5,5,House,Sale,"KSh 150,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,5,House,Sale,"KSh 84,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,6,House,Sale,"KSh 85,000,000",buyrentkenya
Mtwapa,Mtwapa,"Mtwapa,Mtwapa",None,3,3,House,Sale,"KSh 8,500,000",buyrentkenya
Kitengela,Kitengela,"Kitengela,Kitengela",4000 ft²,3,3,House,Sale,"KSh 6,300,000",buyrentkenya
Kamangu,Kamangu,"Kamangu,Kamangu",5000 ft²,4,5,House,Sale,"KSh 21,000,000",buyrentkenya
Ruiru,Ruiru,"Ruiru,Ruiru",3200 ft²,3,4,House,Sale,"KSh 9,700,000",buyrentkenya
Thika Road,Thika Road,"Thika Road,Thika Road",None,4,4,House,Sale,"KSh 38,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,5,5,House,Sale,"KSh 56,000,000",buyrentkenya
Kirawa road,"Kitisuru, Westlands","Kirawa road,Kitisuru, Westlands",None,4,5,House,Sale,"KSh 45,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 33,000,000",buyrentkenya
Rhapta Road,Westlands,"Rhapta Road,Westlands",None,5,5,House,Sale,"KSh 31,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,6,House,Sale,"KSh 150,000,000",buyrentkenya
Mtwapa,Mtwapa,"Mtwapa,Mtwapa",None,3,4,House,Sale,"KSh 54,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,3,3,House,Sale,"KSh 60,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,3,3,House,Sale,"KSh 105,666,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,5,5,House,Sale,"KSh 420,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,6,4,House,Sale,"KSh 55,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,8,8,House,Sale,"KSh 73,000,000",buyrentkenya
502,"Kiambu road, Kiambu Road","502,Kiambu road, Kiambu Road",None,4,5,House,Sale,"KSh 25,000,000",buyrentkenya
Rosslyn,Westlands,"Rosslyn,Westlands",None,5,6,House,Sale,"KSh 100,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,5,House,Sale,"KSh 55,000,000",buyrentkenya
Acacia,Kitengela,"Acacia,Kitengela",5000 ft²,3,3,House,Sale,"KSh 6,500,000",buyrentkenya
Kaputei Gardens,"Lavington Green, Lavington","Kaputei Gardens,Lavington Green, Lavington",None,4,4,House,Sale,"KSh 62,000,000",buyrentkenya
Syokimau,Syokimau,"Syokimau,Syokimau",None,4,4,House,Sale,"KSh 18,000,000",buyrentkenya
Kirawa Rd,"Kitisuru, Westlands","Kirawa Rd,Kitisuru, Westlands",305 m²,4,5,House,Sale,"KSh 28,000,000",buyrentkenya
Ruiru,Ruiru,"Ruiru,Ruiru",None,4,4,House,Sale,"KSh 15,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,6,6,House,Sale,"KSh 50,000,000",buyrentkenya
Malindi,Malindi,"Malindi,Malindi",None,4,4,House,Sale,"KSh 55,000,000",buyrentkenya
Nakuru,Nakuru,"Nakuru,Nakuru",None,3,3,House,Sale,"KSh 5,790,000",buyrentkenya
Malindi,Malindi,"Malindi,Malindi",None,3,3,House,Sale,"KSh 38,000,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,2,2,House,Sale,"KSh 16,500,000",buyrentkenya
Watamu,Watamu,"Watamu,Watamu",None,6,6,House,Sale,"KSh 100,000,000",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,5,4,House,Sale,"KSh 47,000,000",buyrentkenya
Joska,Kamulu Joska Malaa,"Joska,Kamulu Joska Malaa",None,4,4,House,Sale,"KSh 10,000,000",buyrentkenya
0712J,"Juja Mirimaini, Juja","0712J,Juja Mirimaini, Juja",3600 ft²,3,4,House,Sale,"KSh 9,500,000",buyrentkenya
Muthaiga,Muthaiga,"Muthaiga,Muthaiga",None,4,4,House,Sale,"KSh 115,000,000",buyrentkenya
Muthaiga,Muthaiga,"Muthaiga,Muthaiga",None,4,4,House,Sale,"KSh 169,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,4,6,House,Sale,"KSh 60,000,000",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,5,6,House,Sale,"KSh 55,000,000",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,,House,Sale,"KSh 45,000,000",buyrentkenya
Karen,Karen,"Karen,Karen",None,5,6,House,Sale,"KSh 99,000,000",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,5,5,House,Sale,"KSh 125,000,000",buyrentkenya
Garden Estate,Roysambu,"Garden Estate,Roysambu",400 m²,5,6,House,Sale,"KSh 75,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 55,000,000",buyrentkenya
Kiambu Road,Kiambu Road,"Kiambu Road,Kiambu Road",None,4,4,House,Sale,"KSh 30,000,000",buyrentkenya
23,"kamiti corner, Tatu City, Ruiru","23,kamiti corner, Tatu City, Ruiru",320 m²,4,4,House,Sale,"KSh 28,000,000",buyrentkenya
Thigiri,Westlands,"Thigiri,Westlands",None,7,7,House,Sale,"KSh 250,000,000",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,3,2,House,Sale,"KSh 35,000,000",buyrentkenya
