Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Rosslyn,Westlands,None,5,5,"KSh 500,000
 / month",House,Rent
Karen Hardy,Karen Hardy,None,7,7,"KSh 95,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
kitisuru,"Kitisuru, Westlands",None,5,5,"KSh 310,000
 / month",House,Rent
Old kitisuru,"Kitisuru, Westlands",None,5,5,"KSh 860,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 380,000
 / month",House,Rent
Runda Mimosa,"Runda, Westlands",None,4,4,"KSh 522,000
 / month",House,Rent
Thika,Thika,None,4,4,"KSh 70,000
 / month",House,Rent
Lavington,Lavington,None,5,4,"KSh 270,000
 / month",House,Rent
Karen,Karen,3800 ft²,4,5,"KSh 380,000
 / month",House,Rent
Loresho,Westlands,None,5,4,"KSh 500,000
 / month",House,Rent
kitisuru,"Kitisuru, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Silanga,Karen,None,6,6,"KSh 400,000
 / month",House,Rent
Ole Nguruone Road,Lavington,4500 ft²,5,,"KSh 280,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 220,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Thika Road,Thika Road,None,4,5,"KSh 120,000
 / month",House,Rent
Karen,Karen,None,7,7,"KSh 400,000
 / month",House,Rent
Karen,Karen,None,6,6,"KSh 350,000
 / month",House,Rent
Runda,Westlands,6000 ft²,5,6,"KSh 550,000
 / month",House,Rent
Nyari,Westlands,None,6,8,"KSh 930,000
 / month",House,Rent
School lane,"Westlands Area, Westlands",None,4,4,"KSh 430,000
 / month",House,Rent
Runda,Westlands,None,1,1,"KSh 100,000
 / month",House,Rent
Westlands Area,Westlands,None,4,2,"KSh 150,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 400,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Windsor,Roysambu,None,2,,"KSh 200,000
 / month",House,Rent
Gigiri,Westlands,None,4,4,"KSh 463,000
 / month",House,Rent
Karen,Karen,None,1,1,"KSh 45,000
 / month",House,Rent
O,"Runda, Westlands",None,2,2,"KSh 305,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 280,000
 / month",House,Rent
Lavington,Lavington,None,5,4,"KSh 380,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
O,"Runda, Westlands",None,4,4,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 766,250
 / month",House,Rent
Kileleshwa,Kileleshwa,None,3,3,"KSh 110,000
 / month",House,Rent
Karen plain,Karen,None,6,4,"KSh 450,000
 / month",House,Rent
Muthaiga,Muthaiga,998 m²,4,3,"KSh 420,000
 / month",House,Rent
Karen,Karen,None,2,2,"KSh 130,000
 / month",House,Rent
Old Muthaiga,Muthaiga,None,4,4,"KSh 482,265
 / month",House,Rent
Kitisuru road,"Kitisuru, Westlands",None,5,5,"KSh 705,000
 / month",House,Rent
Lower kabete,"Lower Kabete, Westlands",1000 m²,5,5,"KSh 990,000
 / month",House,Rent
O,Karen,None,5,5,"KSh 450,000
 / month",House,Rent
Karen,Karen,4000 ft²,4,5,"KSh 370,000
 / month",House,Rent
Lower kabete,"Lower Kabete, Westlands",None,4,4,"KSh 566,470
 / month",House,Rent
O,"Kitisuru, Westlands",None,3,3,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 380,000
 / month",House,Rent
O,"Lower Kabete, Westlands",None,5,5,"KSh 994,175
 / month",House,Rent
O,"Marula, Karen",None,6,6,"KSh 450,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 250,000
 / month",House,Rent
Lavington,Lavington,None,5,4,"KSh 400,000
 / month",House,Rent
69,"New kitisuru, Kitisuru, Westlands",None,4,4,"KSh 250,000
 / month",House,Rent
O,"Miotoni, Karen",None,4,4,"KSh 400,000
 / month",House,Rent
Loresho,Westlands,None,4,,"KSh 600,000
 / month",House,Rent
Muthaiga,Muthaiga,None,2,,"KSh 530,000
 / month",House,Rent
Thigiri,Westlands,None,2,,"KSh 230,000
 / month",House,Rent
Lavington,Lavington,None,6,5,"KSh 650,000
 / month",House,Rent
ROSSLYN,"Rosslyn, Westlands",None,5,5,"KSh 500,000
 / month",House,Rent
O,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
O,"Gigiri, Westlands",None,5,4,"KSh 764,000
 / month",House,Rent
Three Dee Lane,Karen,None,5,5,"KSh 450,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 686,700
 / month",House,Rent
Spring valley,"Spring Valley, Westlands",None,5,5,"KSh 830,000
 / month",House,Rent
O,"Fair acres, Karen",None,4,4,"KSh 300,000
 / month",House,Rent
O,"Runda, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Lower kabete,"Lower Kabete, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 460,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 330,000
 / month",House,Rent
Peponi road,"Westlands Area, Westlands",None,4,4,"KSh 250,000
 / month",House,Rent
Kyuna,Westlands,None,4,4,"KSh 280,000
 / month",House,Rent
Lower kabete,"Lower Kabete, Westlands",None,5,6,"KSh 600,000
 / month",House,Rent
Mimosa,"Runda, Westlands",None,5,5,"KSh 400,000
 / month",House,Rent
O,"Spring valley, Spring Valley, Westlands",None,5,5,"KSh 833,550
 / month",House,Rent
Kihingo Estate,"Kitisuru, Westlands",None,3,3,"KSh 650,000
 / month",House,Rent
O,"Lower Kabete, Westlands",None,5,4,"KSh 600,000
 / month",House,Rent
Karen Hardy,Karen Hardy,None,2,1,"KSh 140,000
 / month",House,Rent
Runda Evergreen,"Runda, Westlands",None,5,5,"KSh 300,000
 / month",House,Rent
Lavington,Lavington,None,4,3,"KSh 350,000
 / month",House,Rent
O,"Runda, Westlands",None,5,5,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 550,000
 / month",House,Rent
Runda Mumwe,"Runda, Westlands",None,5,6,"KSh 500,000
 / month",House,Rent
Eagle Street,"Runda, Westlands",None,7,7,"KSh 850,000
 / month",House,Rent
Runda Mumwe,"Runda, Westlands",None,2,2,"KSh 149,000
 / month",House,Rent
Ruiru,Ruiru,None,5,6,"KSh 160,000
 / month",House,Rent
Farasi lane,"Lower Kabete, Westlands",None,4,4,"KSh 280,000
 / month",House,Rent
O,"Nyari, Westlands",None,4,3,"KSh 608,560
 / month",House,Rent
Tree Lane,Karen,None,5,5,"KSh 360,000
 / month",House,Rent
Lower Kabete,Westlands,None,5,5,"KSh 720,000
 / month",House,Rent
Runda Paradise,Kiambu Road,505 m²,4,4,"KSh 250,000
 / month",House,Rent
Ridgeways,Ridgeways,None,4,,"KSh 350,000
 / month",House,Rent
Hillcrest,Karen,None,4,4,"KSh 300,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 700,000
 / month",House,Rent
Windsor,Roysambu,None,4,4,"KSh 450,000
 / month",House,Rent
Flame Tree,"Runda, Westlands",None,5,5,"KSh 350,000
 / month",House,Rent
Flame Tree,"Runda, Westlands",None,5,6,"KSh 300,000
 / month",House,Rent
Karen,Karen,3500 ft²,4,5,"KSh 320,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Loresho,Westlands,None,6,6,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,5,4,"KSh 390,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 700,000
 / month",House,Rent
O,"Ongata rongai, Ongata Rongai",200 m²,5,5,"KSh 60,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 250,000
 / month",House,Rent
Spring valley,"Spring Valley, Westlands",None,5,4,"KSh 750,000
 / month",House,Rent
Karen,Karen,None,6,7,"KSh 400,000
 / month",House,Rent
Loresho,Westlands,None,6,6,"KSh 399,000
 / month",House,Rent
Karen,Karen,3500 ft²,5,6,"KSh 300,000
 / month",House,Rent
Runda paradise,"Runda, Westlands",None,4,4,"KSh 280,000
 / month",House,Rent
Mimosa,"Runda, Westlands",None,6,6,"KSh 650,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Karen Hardy,Karen Hardy,None,6,6,"KSh 500,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 700,000
 / month",House,Rent
Runda Gardens,"Runda, Westlands",None,6,7,"KSh 550,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 150,000
 / month",House,Rent
55,"Convent Drive, Lavington",None,5,6,"KSh 350,000
 / month",House,Rent
34,"Chalbi Drive, Lavington",None,5,6,"KSh 300,000
 / month",House,Rent
45,"Apple cross, Lavington",None,5,6,"KSh 350,000
 / month",House,Rent
66,"Chalbi Springs, Lavington",None,5,6,"KSh 200,000
 / month",House,Rent
Kiambu Road,Kiambu Road,300 m²,4,5,"KSh 200,000
 / month",House,Rent
Kitengela,Kitengela,130 m²,3,2,"KSh 45,000
 / month",House,Rent
Lavington,Lavington,3800 ft²,4,5,"KSh 230,000
 / month",House,Rent
Runda,Westlands,400 m²,7,7,"KSh 800,000
 / month",House,Rent
Garden City,"Off Thika Highway, Kasarani",None,4,3,"KSh 240,000
 / month",House,Rent
Kabasiran,Lavington,None,4,4,"KSh 330,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 250,000
 / month",House,Rent
34,"Runda grove, Runda, Westlands",None,9,7,"KSh 800,000
 / month",House,Rent
Runda,Westlands,None,4,5,"KSh 295,000
 / month",House,Rent
Runda,Westlands,2023 m²,4,4,"KSh 380,000
 / month",House,Rent
O,"Lerosho, Loresho, Westlands",None,4,4,"KSh 755,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,5,"KSh 350,000
 / month",House,Rent
O,"Mukoma road, Karen",None,4,4,"KSh 300,000
 / month",House,Rent
O,"Dik dik road, Kileleshwa",None,4,4,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Kiambu Town Near Nova Park Hotel,Kiambu Road,None,4,4,"KSh 110,000
 / month",House,Rent
67,"Lone tree, Rosslyn, Westlands",None,4,5,"KSh 300,000
 / month",House,Rent
22,"Royal villas, Lavington",None,5,6,"KSh 220,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,5,"KSh 110,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,5,"KSh 110,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,5,"KSh 110,000
 / month",House,Rent
Nyari,Westlands,None,5,5,"KSh 746,500
 / month",House,Rent
Karen,Karen,None,5,,"KSh 500,000
 / month",House,Rent
Ruaka,Ruaka,None,3,3,"KSh 65,000
 / month",House,Rent
890,"Runda Road, Runda, Westlands",None,5,6,"KSh 400,000
 / month",House,Rent
Mtwapa,La-marina,800 m²,1,1,"KSh 6,500
 / month",House,Rent
409,"Mimosa Road, Runda, Westlands",None,5,5,"KSh 360,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 250,000
 / month",House,Rent
Old Kitisuru,"Kitisuru, Westlands",None,6,7,"KSh 500,000
 / month",House,Rent
1,"Lower Kabete, Kitisuru, Westlands",None,5,5,"KSh 700,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 280,000
 / month",House,Rent
Runda,Westlands,None,1,1,"KSh 120,000
 / month",House,Rent
Brookside,Westlands,None,5,3,"KSh 170,000
 / month",House,Rent
Riverside,Westlands,None,4,3,"KSh 250,000
 / month",House,Rent
O,Karen,200 m²,4,4,"KSh 350,000
 / month",House,Rent
Karen,Karen,200 m²,4,4,"KSh 250,000
 / month",House,Rent
O,"Kephis, Karen",None,4,4,"KSh 400,000
 / month",House,Rent
O,"karen, Karen",None,4,4,"KSh 400,000
 / month",House,Rent
Runda,Westlands,None,2,,"KSh 331,000
 / month",House,Rent
Bogani road,Karen,None,4,4,"KSh 320,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 300,000
 / month",House,Rent
O,Kileleshwa,None,4,4,"KSh 350,000
 / month",House,Rent
2,"Lake View, Westlands",None,4,5,"KSh 350,000
 / month",House,Rent
78,"Muthangari Drive, Lavington",None,6,7,"KSh 280,000
 / month",House,Rent
Karen,Karen,3800 ft²,4,5,"KSh 250,000
 / month",House,Rent
Rosslyn,Westlands,None,5,5,"KSh 520,000
 / month",House,Rent
99,"Lake View Road, Lake View, Westlands",None,5,5,"KSh 660,000
 / month",House,Rent
34,"Kihingo village, Kitisuru, Westlands",None,3,4,"KSh 650,000
 / month",House,Rent
44,"Kihingo, Kitisuru, Westlands",None,4,5,"KSh 750,000
 / month",House,Rent
La-marina,"Mtwapa creekside, Mtwapa",1000 m²,3,3,"KSh 18,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,3,"KSh 470,500
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,5,"KSh 110,000
 / month",House,Rent
Athi River,Athi River,None,4,4,"KSh 100,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 350,000
 / month",House,Rent
Karen,Karen,4500 ft²,5,6,"KSh 350,000
 / month",House,Rent
Karen,Karen,4500 ft²,5,6,"KSh 350,000
 / month",House,Rent
Karen,Karen,4500 ft²,4,6,"KSh 350,000
 / month",House,Rent
45,"Grevillea Grove, Kyuna, Westlands",None,5,5,"KSh 280,000
 / month",House,Rent
Gigiri,Westlands,None,5,4,"KSh 400,000
 / month",House,Rent
Lake View,Westlands,None,5,5,"KSh 500,000
 / month",House,Rent
98,"Solo Villas, Lavington",None,4,4,"KSh 200,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,4,4,"KSh 370,000
 / month",House,Rent
Karen,Karen,3800 ft²,5,6,"KSh 400,000
 / month",House,Rent
Kilimani,Kilimani,None,4,3,"KSh 130,000
 / month",House,Rent
66,"Panafricac Insuarance, Runda, Westlands",None,5,6,"KSh 320,000
 / month",House,Rent
Laikipia road,Kileleshwa,None,6,6,"KSh 471,900
 / month",House,Rent
Thome,Roysambu,None,5,6,"KSh 150,000
 / month",House,Rent
loresho,"Waiyaki way, Waiyaki Way, Westlands",None,4,4,"KSh 140,000
 / month",House,Rent
Thika Road,Thika Road,None,4,4,"KSh 250,000
 / month",House,Rent
La-marina,"Creekside Estate, Mtwapa",2000 m²,3,3,"KSh 13,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 270,000
 / month",House,Rent
Muthaiga,Muthaiga,None,2,2,"KSh 365,000
 / month",House,Rent
Thome,Roysambu,None,5,5,"KSh 160,000
 / month",House,Rent
Karen Hardy,Karen Hardy,None,10,8,"KSh 500,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,3,2,"KSh 220,000
 / month",House,Rent
Nakuru County,Nakuru County,None,2,2,"KSh 15,000
 / month",House,Rent
Karen,Karen,3500 ft²,4,4,"KSh 350,000
 / month",House,Rent
Ridgeways,RIDGEWAYS,None,4,3,"KSh 350,000
 / month",House,Rent
Runda,Westlands,2023 m²,5,5,"KSh 430,000
 / month",House,Rent
77,"Rosslyn Road, Rosslyn, Westlands",None,5,5,"KSh 600,000
 / month",House,Rent
Lavington,Lavington,None,5,6,"KSh 330,000
 / month",House,Rent
Kilimani,Kilimani,None,3,4,"KSh 350,000
 / month",House,Rent
Kilimani,Kilimani,None,4,4,"KSh 226,000
 / month",House,Rent
78,"Ngecha Road, Kitisuru, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Karen,Karen,None,7,8,"KSh 440,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 250,000
 / month",House,Rent
234,Karen,398 m²,5,6,"KSh 400,000
 / month",House,Rent
Msambweni,"Sansuri, Ukunda",6 ac,4,4,"KSh 30,000
 / month",House,Rent
Runda,Westlands,None,4,,"KSh 350,000
 / month",House,Rent
90,"Muthaiga Road, Muthaiga",None,4,4,"KSh 840,000
 / month",House,Rent
Lower Kabete Road,"Lower Kabete, Westlands",4000 ft²,4,4,"KSh 370,000
 / month",House,Rent
Karen,Karen,None,3,4,"KSh 160,000
 / month",House,Rent
Karen Hardy,Karen Hardy,None,4,4,"KSh 330,000
 / month",House,Rent
Gigiri Area,"Runda, Westlands",4500 ft²,5,6,"KSh 500,000
 / month",House,Rent
78,"Muthaiga Road, Muthaiga",None,5,6,"KSh 550,000
 / month",House,Rent
Brookside,Westlands,345 m²,5,4,"KSh 180,000
 / month",House,Rent
Nyari,Westlands,None,5,3,"KSh 350,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,2,"KSh 630,000
 / month",House,Rent
Lavington,Lavington,None,5,,"KSh 350,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 280,000
 / month",House,Rent
78,"Horse shoe, Runda, Westlands",None,4,4,"KSh 550,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 760,000
 / month",House,Rent
Runda,Westlands,None,2,,"KSh 180,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,4,4,"KSh 330,000
 / month",House,Rent
Nyali,Nyali Area,3000 ft²,3,4,"KSh 150,000
 / month",House,Rent
Runda,Westlands,500 m²,5,5,"KSh 450,000
 / month",House,Rent
Karen,Karen,None,2,1,"KSh 50,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 190,000
 / month",House,Rent
Muthaiga,Muthaiga,None,5,,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,1,1,"KSh 120,000
 / month",House,Rent
Runda,Westlands,None,5,6,"KSh 450,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,4,4,"KSh 320,000
 / month",House,Rent
Lavington Green,Lavington,None,5,,"KSh 510,000
 / month",House,Rent
Runda,Westlands,None,2,,"KSh 165,000
 / month",House,Rent
Muthaiga,Muthaiga,None,3,2,"KSh 460,000
 / month",House,Rent
Rosslyn,Westlands,None,2,2,"KSh 440,000
 / month",House,Rent
Fourways Junction Estate,Kiambu Road,None,3,3,"KSh 118,000
 / month",House,Rent
Kiambu Road,Kiambu Road,300 m²,4,5,"KSh 160,000
 / month",House,Rent
Nyali Area,Nyali,None,4,4,"KSh 100,000
 / month",House,Rent
Lavington Green,Lavington,None,5,5,"KSh 455,000
 / month",House,Rent
Lavington Green,Lavington,None,4,3,"KSh 250,000
 / month",House,Rent
Lavington Green,Lavington,None,4,4,"KSh 250,000
 / month",House,Rent
Shanzu Road,"Westlands Area, Westlands",None,4,4,"KSh 320,000
 / month",House,Rent
Nyari,Westlands,None,1,1,"KSh 60,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 390,000
 / month",House,Rent
2,"Mimosa Road, Runda, Westlands",2024 m²,4,5,"KSh 350,000
 / month",House,Rent
Shanzu Road,"Spring Valley, Westlands",None,4,4,"KSh 270,000
 / month",House,Rent
Kitisuru,Westlands,None,4,5,"KSh 280,000
 / month",House,Rent
nyali,"Nyali Area, Nyali",3630 ft²,4,5,"KSh 300,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,3,"KSh 150,000
 / month",House,Rent
Off Dennis Pritt Road,Kilimani,None,3,1,"KSh 300,000
 / month",House,Rent
Off peponi road,"Spring Valley, Westlands",None,5,6,"KSh 300,000
 / month",House,Rent
Loresho,Westlands,None,5,4,"KSh 390,000
 / month",House,Rent
Rosslyn,Westlands,None,1,2,"KSh 190,000
 / month",House,Rent
Rosslyn,Westlands,None,5,3,"KSh 580,000
 / month",House,Rent
Runda Muhasibu,"Runda, Westlands",None,1,1,"KSh 100,000
 / month",House,Rent
Lenana road,Kilimani,1 ac,4,5,"KSh 230,000
 / month",House,Rent
Lavington Green,Lavington,None,5,5,"KSh 450,000
 / month",House,Rent
Ridgeways,Ridgeways,None,3,,"KSh 450,000
 / month",House,Rent
nyali,"Nyali Area, Nyali",4680 ft²,5,6,"KSh 150,000
 / month",House,Rent
WINDY RIDGE,Karen,None,2,3,"KSh 150,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Sultan Palace,Kikambala,350 m²,4,5,"KSh 100,000
 / month",House,Rent
Mtwapa,Aloo drive,2000 m²,5,5,"KSh 60,000
 / month",House,Rent
Runda grove,"Runda Grove, Runda, Westlands",2023 m²,6,7,"KSh 280,000
 / month",House,Rent
1,"Off Ridgeways Road, Ridgeways",2023 m²,3,3,"KSh 3,200
 / month",House,Rent
Lavington,Lavington,None,3,2,"KSh 220,000
 / month",House,Rent
Mtwapa creekside Beach,"La-marina Mtwapa, Mtwapa",1 ac,1,1,"KSh 6,000
 / month",House,Rent
Loresho,Westlands,None,4,5,"KSh 600,000
 / month",House,Rent
Runda,Westlands,None,4,,"KSh 800,250
 / month",House,Rent
Convent drive Lavington,Lavington,None,3,2,"KSh 125,000
 / month",House,Rent
1,"Kitisuru Road, Kitisuru, Westlands",2023 m²,6,8,"KSh 500,000
 / month",House,Rent
La-marina,"La-marina Mtwapa, Mtwapa",1100 m²,3,3,"KSh 80,000
 / month",House,Rent
Ridge vipingo,"Vipingo Ridge Golf Estate, Vipingo",1 ac,3,4,"KSh 35,000
 / month",House,Rent
Runda,Westlands,None,4,,"KSh 400,000
 / month",House,Rent
Sultan,"Sultan Palace, Kikambala",750 m²,5,5,"KSh 45,000
 / month",House,Rent
Karen,Karen,None,3,4,"KSh 350,000
 / month",House,Rent
Kari Mtwapa,Mtwapa,4 ac,4,2,"KSh 150,000
 / month",House,Rent
La-marina,"La-marina Mtwapa, Mtwapa",3 ac,2,3,"KSh 8,500
 / month",House,Rent
Mtwapa,La-marina Mtwapa,1000 m²,3,3,"KSh 12,000
 / month",House,Rent
Danka,"Animo Mtwapa, Mtwapa",3 ac,5,5,"KSh 40,000
 / month",House,Rent
Mtwapa,Greenwood,5 ac,1,1,"KSh 3,000
 / month",House,Rent
Mtwapa,La-marina Mtwapa,650 ft²,3,3,"KSh 15,000
 / month",House,Rent
Mtwapa,La-marina Mtwapa,3 ac,5,5,"KSh 25,000
 / month",House,Rent
Coca-cola area,"Kanamai, Mtwapa",500 ft²,4,5,"KSh 100,000
 / month",House,Rent
Lavington,Lavington,None,5,4,"KSh 340,000
 / month",House,Rent
Riara,Kilimani,None,4,3,"KSh 200,000
 / month",House,Rent
Maziwa,"Lavington Green, Lavington",None,4,4,"KSh 230,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 410,000
 / month",House,Rent
Karen Plains Road,Karen,None,4,5,"KSh 400,000
 / month",House,Rent
Maziwa,Lavington,None,4,4,"KSh 185,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 330,000
 / month",House,Rent
Nyali,Nyali Area,3567 ft²,3,3,"KSh 150,000
 / month",House,Rent
Grevillea grove,"Kyuna, Westlands",None,3,,"KSh 280,000
 / month",House,Rent
Grevillea grove,"Kyuna, Westlands",None,3,,"KSh 360,000
 / month",House,Rent
Nyali Area,Nyali,None,5,,"KSh 20,000
 / month",House,Rent
1,"Spring valley road, Spring Valley, Westlands",370 m²,4,5,"KSh 400,000
 / month",House,Rent
kasarini,Kiambu Road,None,4,4,"KSh 170,000
 / month",House,Rent
Brookside,Westlands,None,3,4,"KSh 280,000
 / month",House,Rent
Dennis Pritt,Dennis Pritt,None,4,4,"KSh 250,000
 / month",House,Rent
Kiambu Road,Kiambu Road,400 m²,4,5,"KSh 210,000
 / month",House,Rent
Owashika Villas,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Karen,Karen,3036 m²,3,4,"KSh 350,000
 / month",House,Rent
Muthaiga Road,Muthaiga,None,5,,Price not communicated,House,Rent
2,"Farasi Lane, Lower Kabete, Westlands",2000 m²,5,6,"KSh 300,000
 / month",House,Rent
Nyali Area,Nyali,None,5,5,"KSh 90,000
 / month",House,Rent
karen,Karen,None,3,3,"KSh 150,000
 / month",House,Rent
karen,Karen,None,2,2,"KSh 140,000
 / month",House,Rent
karen,Karen,None,2,1,"KSh 150,000
 / month",House,Rent
karen,Karen,None,3,3,"KSh 200,000
 / month",House,Rent
karen,Karen,None,5,6,"KSh 200,000
 / month",House,Rent
Karen Hardy,Karen,None,3,3,"KSh 200,000
 / month",House,Rent
Mimmosa Drive,"Runda, Westlands",None,5,5,"KSh 350,000
 / month",House,Rent
loresho crescent,"Loresho, Westlands",None,4,3,"KSh 350,000
 / month",House,Rent
Rossylin Lone Tree,"Rosslyn, Westlands",None,4,4,"KSh 4,500
 / month",House,Rent
Ruaka Road,"Runda, Westlands",None,5,5,"KSh 800,000
 / month",House,Rent
Nyari,Westlands,None,4,4,"KSh 520,000
 / month",House,Rent
convent drive,Lavington,None,5,5,"KSh 450,000
 / month",House,Rent
Lavington,Lavington,None,4,3,"KSh 350,000
 / month",House,Rent
Nyari central,"nyari central, Westlands Area, Westlands",None,5,5,"KSh 650,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,5,5,"KSh 350,000
 / month",House,Rent
Thigiri,Westlands,None,4,4,"KSh 600,000
 / month",House,Rent
Kitisuru,Westlands,None,6,6,"KSh 500,000
 / month",House,Rent
Runda,Westlands,None,4,5,"KSh 450,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 500,000
 / month",House,Rent
Runda,Westlands,None,4,5,"KSh 450,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Kerarapon road,Karen,None,4,3,"KSh 180,000
 / month",House,Rent
karen,Karen,None,4,,"KSh 380,000
 / month",House,Rent
karen,Karen,None,5,6,"KSh 350,000
 / month",House,Rent
Lavington,Lavington,None,4,3,"KSh 250,000
 / month",House,Rent
Hardy Area,Karen,None,2,1,"KSh 140,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 400,000
 / month",House,Rent
Kitisuru,Westlands,None,6,6,"KSh 500,000
 / month",House,Rent
Kitisuru,Westlands,None,5,4,"KSh 450,000
 / month",House,Rent
karen,Karen,None,5,6,"KSh 350,000
 / month",House,Rent
karen,Karen,None,3,3,"KSh 180,000
 / month",House,Rent
karen,Karen,None,3,2,"KSh 80,000
 / month",House,Rent
karen,Karen,None,2,1,"KSh 75,000
 / month",House,Rent
Nyari,Westlands,None,3,2,"KSh 200,000
 / month",House,Rent
Parklands,Westlands,None,3,3,"KSh 100,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 390,000
 / month",House,Rent
Nyari,Westlands,None,4,4,"KSh 1,200,000
 / month",House,Rent
Kitisuru,"Westlands Area, Westlands",6498 ft²,5,5,"KSh 650,000
 / month",House,Rent
Lavington,Lavington,None,2,2,"KSh 165,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
spring valley,"Spring Valley, Westlands",None,4,3,"KSh 200,000
 / month",House,Rent
riverside drive,Lavington,None,4,4,"KSh 250,000
 / month",House,Rent
Loresho Crescent,"Loresho, Westlands",None,4,2,"KSh 350,000
 / month",House,Rent
karen,Karen,None,1,2,"KSh 160,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 325,000
 / month",House,Rent
Loresho,Westlands,2490 ft²,4,4,"KSh 200,000
 / month",House,Rent
General Mathenge Road,"Spring Valley, Westlands",None,4,4,"KSh 320,000
 / month",House,Rent
Kiambu Road,Ridgeways,None,4,4,"KSh 280,000
 / month",House,Rent
kiambu road,Ridgeways,None,5,5,"KSh 350,000
 / month",House,Rent
shanzu road,"Kyuna, Westlands",None,5,4,"KSh 320,000
 / month",House,Rent
